source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/09/20/just-a-couple-things-dems-need-to-do-797700
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/vaccinerace
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/506667428;314220050;w
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/business/dollar-slumps-risk-appetite-rebounds-2021-09-23/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#f99b8e91908d9cb9899695908d909a96d79a9694
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/09/24/the-bizarre-debt-limit-debacle-797819
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#e485938185928196a4948b888d908d878bca878b89
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/series/states/the-fifty
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/51231
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/business/feds-powell-opens-door-tougher-regulations-renomination-decision-looms-2021-09-23/
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/09/23/biden-modi-india-human-rights-china-514041
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2W7hxNO&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/506667431;314220179;c
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://feeder-prod.ops.politico.com/feeds/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	http://www.theadam.io/#mission
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2W7hxNO&amp;text=The bizarre debt limit debacle&amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://twitter.com/michellebond111
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/09/23/biden-picks-top-bank-cop-797784
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/sustainability
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/resource/assets/css/style-core.min.1b613735e420bf85b4136fe9fe4d627f.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/ben-white
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy#california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/joe-biden-first-100-days-presidency
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/magazine/2021/09/24/why-the-fear-of-trump-may-be-overblown-514270
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.brookings.edu/research/can-fintech-improve-health/
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/series/states/the-fifty#recovery-lab
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://freedomhouse.org/country/india/freedom-world/2021
https://www.politico.com/tipsheets/morning-money	http://twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	http://twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	http://www.theadam.io/wp-content/uploads/2019/11/ADAM-Code-of-Conduct.pdf
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/506956968;314220626;p
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2021-09-23/sec-charges-muni-bond-advisers-for-fee-splitting-deal-with-bank?srnd=premium&amp;sref=p6AmiyaF
https://regex101.com/	https://github.com/firasdib/Regex101/wiki
https://regex101.com/	https://regex101.com/static/quickref.83eab488a4f536865bc0.chunk.js
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/4.a0700f24d468995b2fe3.css
https://regex101.com/	https://regex101.com/static/assets/icon-96.png
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/changelog.txt
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	https://github.com/firasdib/Regex101/issues
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/static/assets/icon-120.png
https://regex101.com/	https://www.paypal.com/cgi-bin/webscr?cmd=_donations&amp;business=firas%2edib%40gmail%2ecom&amp;lc=US&amp;item_name=Regex101&amp;no_note=0&amp;currency_code=USD&amp;bn=PP%2dDonationsBF%3abtn_donate_SM%2egif%3aNonHostedGuest
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://regex101.com/settings
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://web.libera.chat/?nick=re101-guest-?&amp;chan=#regex
https://regex101.com/	https://www.layer0.co/
https://regex101.com/	https://regex101.com/account
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://github.com/sponsors/firasdib
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	http://enable-javascript.com/
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/static/bundle.926cee09322390cdc482.css
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115015727108-Accessibility
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-entertainment.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/climate/cli-timesmachine-promo.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/how-to-find-a-hobby-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/international/?action=click&amp;region=Footer&amp;pgtype=Homepage
https://www.nytimes.com/guides/	https://www.nytimes.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/guides/how-to-make-the-world-a-better-place.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-home.html
https://www.nytimes.com/guides/	https://www.nytimes.com/spotlight/guides
https://www.nytimes.com/guides/	https://www.nytimes.com/privacy/privacy-policy
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-hard.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-food.html
https://www.nytimes.com/guides/	https://www.nytimes.com/subscription?campaignId=37WXW
https://www.nytimes.com/guides/	http://www.tbrandstudio.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/svc/collections/v1/publish/https://www.nytimes.com/spotlight/guides/rss.xml
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/favicon-d2483f10ef688e6f89e23806b9700298.ico
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2016/well/move/well-runningforwomen-guide-interactive.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-top
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/guides/a-guide-to-sleep-apnea.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/smarter-living/guide-sugar.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014792127-Copyright-notice
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/realestate/real-estate-decorating-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid1
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-Us
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893428-Terms-of-service
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-tech.html
https://www.nytimes.com/guides/	https://myaccount.nytimes.com/auth/login?response_type=cookie&amp;client_id=vi&amp;redirect_uri=https%3A%2F%2Fwww.nytimes.com%2Fsubscription%2Fmultiproduct%2Flp8KQUS.html%3FcampaignId%3D7JFJX&amp;asset=masthead
https://www.nytimes.com/guides/	https://g1.nyt.com/fonts/css/web-fonts.b1c035e4560e0216caf8f03326e0430712b61041.css
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-cooking.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid2
https://www.nytimes.com/guides/	https://api.whatsapp.com/send?text=Guides%20https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dwa-share
https://www.nytimes.com/guides/	https://www.facebook.com/dialog/feed?app_id=9869919170&amp;link=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dfb-share&amp;name=Guides&amp;redirect_uri=https%3A%2F%2Fwww.facebook.com%2F
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/guide-mindfulwork.html
https://www.nytimes.com/guides/	https://www.nytimes.com/ca/?action=click&amp;region=Footer&amp;pgtype=Homepage
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-content
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/us/womens-issues-course.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-080e7ec6514fdc62bcbb7966d9b257d2.png
https://www.nytimes.com/guides/	https://nytmediakit.com/
https://www.nytimes.com/guides/	https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dtw-share&amp;text=Guides
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/how-to-use-yoga-to-relax.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mktg
https://www.nytimes.com/guides/	https://www.nytimes.com/section/smarter-living
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-sponsor
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893968-Terms-of-sale
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/global-69acc7c8fb6a313ed7e8641e4a88bf30.css
https://www.nytimes.com/guides/	mailto:?subject=NYTimes.com%3A%20Guides&amp;body=From%20The%20New%20York%20Times%3A%0A%0AGuides%0A%0A%0A%0Ahttps%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dem-share
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-43808a4cd5333b648057a01624d84960.png
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-index
https://www.nytimes.com/guides/	https://www.nytco.com/
https://www.nytimes.com/guides/	https://www.nytco.com/careers/
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/well/family/well-caregiver-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/todayspaper
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#stream-panel
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/fashion/how-to-dress-up.html
https://www.nytimes.com/guides/	https://www.nytimes.com/sitemap/
https://www.nytimes.com/guides/	https://www.nytimes.com/privacy/cookie-policy#how-do-i-manage-trackers
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
https://www.bloomberg.com/markets/economics	https://assets.bwbx.io/font-service/css/BWHaasGrotesk-55Roman-Web,BWHaasGrotesk-75Bold-Web,BW%20Haas%20Text%20Mono%20A-55%20Roman/font-face.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/tucker-carlson-pushes-white-supremacist-conspiracy-theory-accepting-refugees-attempt
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-anchor-calls-out-covid-19-vaccine-misinformation-sinclairs
https://www.mediamatters.org/	https://www.mediamatters.org/mike-lindell/mike-lindell-says-hes-pulling-mypillow-ads-fox-news-heres-what-means
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/fox-business-guest-covid-19-vaccine-booster-shots-are-all-part-program
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/foxs-ongoing-assault-coronavirus-vaccination-campaign-going-kill-its-viewers
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/despite-facebooks-covid-19-promises-anti-vaccine-groups-are-thriving
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/right-wing-figures-co-opted-my-body-my-choice-attack-vaccine-mandates
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_vUt0GK4OfEXUi5i0VJuEV9nf8bDJwmJWZVb1Ca5G1yM.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-have-been-uncharacteristically-quiet-ipcc-report
https://www.mediamatters.org/	https://www.mediamatters.org/these-are-tucker-carlsons-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/afghanistan-falls-fox-turns-bush-and-trump-vets-blame-biden
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/these-are-sean-hannitys-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/megyn-kelly/fuck-them-tucker-carlson-reacts-anti-defamation-leagues-call-his-firing-over-his-white
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-fox-news-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/fox-news-responds-pfizer-announcement-propagandizing-against-vaccination
https://www.mediamatters.org/	https://www.mediamatters.org/chris-hayes/watch-chris-hayes-explain-how-deeply-stupid-tucker-carlsons-white-nationalist
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-laura-ingrahams-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/tucker-carlson-attacks-george-soros-and-his-organization-assisting-refugee-resettlement
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-says-its-immigrants-not-unvaccinated-americans-who-are-clogging
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-covers-late-night-shows-climate-night-deflect-coverage-climate-emergency
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/national-tv-news-beginning-connect-climate-change-extreme-weather-now-they-must
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/new-york-times-article-epitomizes-how-media-outlets-let-republicans-get-away
